concept_uri,preferred_label,description
http://data.europa.eu/esco/skill/b6e05c04-46cb-48f9-8255-5b1145299a10,nationale Interessen vertreten,"Vertreten der Interessen nationaler Regierungen und Industrien in verschiedenen Angelegenheiten wie Handel, Menschenrechte, Entwicklungshilfe, Umweltfragen und anderen Aspekten der politischen, wirtschaftlichen oder wissenschaftlichen Zusammenarbeit."
http://data.europa.eu/esco/skill/b6e84c79-b9a3-415a-a1af-6149b3fba650,Spielregeln im Sport,"Regeln und Vorschriften für Sportarten wie Football, Fußball, Tennis usw."
http://data.europa.eu/esco/skill/b6f26b50-3914-46ff-8f88-3defb71e007a,Terminologie,"Lehre der Termini, ihrer Etymologie und ihrer Verwendung. Lehre von der Bedeutung von Wörtern abhängig vom Kontext, in dem sie verwendet werden, der Wortherkunft und der Entwicklung der Wörter im Laufe der Zeit."
http://data.europa.eu/esco/skill/b6f3157d-3468-4e8e-96c7-cb9dd081fdfa,Beratung zu Strategien für Gerichtsverhandlungen leisten,"Beraten von Rechtsanwälten und Gerichtsbediensteten bei der Vorbereitung eines Gerichtsverfahrens durch Unterstützung bei der Ausarbeitung juristischer Argumente, Recherchen zu den Jurymitgliedern und Richtern und Beratung zu strategischen Entscheidungen, die zu einem Ausgang des Verfahrens im Sinne des Mandanten beitragen könnten."
http://data.europa.eu/esco/skill/b6f5ece4-2caf-44f6-a414-45237b6295bb,Trends des Kostümdesigns verfolgen,"Besuchen von Textilausstellungen, Lesen von Modezeitschriften und kontinuierliches Verfolgen der neuesten Trends und Entwicklungen in der Welt der Stoffe und Designs."
http://data.europa.eu/esco/skill/b70ab677-5781-40b5-9198-d98f4a34310f,Toxikologie,"Die negativen Auswirkungen von Chemikalien auf lebende Organismen, ihre Dosis und Exposition."
http://data.europa.eu/esco/skill/b711fd4d-0b1a-4e08-ae16-339bb2430ffd,Kundenservice für Fitnessdienstleistungen anbieten,"Begrüßen von Kunden/Mitgliedern, Führen von Aufzeichnungen über ihre Aktivitäten und Erfassen von Anmeldungen, Verweisen der Kunden/Mitglieder an Fitnesstrainer (technische Unterstützung) oder andere geeignete Mitarbeiter (Beratung und Unterstützung)."
http://data.europa.eu/esco/skill/b713a540-54d8-4648-809f-6304450579f5,entgratete Oberfläche glätten,Kontrollieren und Glätten entgrateter Oberflächen von Stahl und Metallteilen.
http://data.europa.eu/esco/skill/b71e3394-599c-4205-a592-1778e45626ec,über künstlerische Produktionsprozesse kritisch reflektieren,"Anstellen kritischer Überlegungen zu den Prozessen und den Ergebnissen des künstlerischen Produktionsprozesses, um die Qualität der Erfahrung und/oder des Produkts zu gewährleisten."
http://data.europa.eu/esco/skill/b71fc6e4-14eb-488b-9f26-a7c15fd6d6e8,Durchführbarkeitsstudie über geothermische Energie ausführen,"Bewertung und Beurteilung des Potenzials eines geothermischen Energiesystems. Durchführung einer standardisierten Studie zur Ermittlung der Kosten, der Einschränkungen und der verfügbaren Bestandteile sowie Durchführung von Untersuchungen zur Unterstützung des Entscheidungsprozesses. Ermittlung des besten Systemtyps in Kombination mit dem verfügbaren Wärmepumpentyp.
	"
http://data.europa.eu/esco/skill/b7222d57-3d45-4c6f-a3ab-310381ad474c,Tabakblätter zu Bündeln zusammenbinden,"Zusammenbinden von Tabakblättern zu Bündeln, wobei sorgfältig darauf zu achten ist, dass jedes Bündel die gleiche Menge an Tabakblättern enthält; Ermitteln des Gewichts eines Bündels und Gewährleisten eines sicheren Bindeverfahrens; Vorbereiten der Bündel zum Trocknen oder zur Inspektion."
http://data.europa.eu/esco/skill/b72395ea-623b-4204-abef-a67592b0781a,Fertiggerichte zubereiten,"Zubereiten von Snacks und Sandwiches und Erhitzen von Fertiggerichten nach Bedarf.
	"
http://data.europa.eu/esco/skill/b729d6bc-326b-46cd-aa63-ea280024b116,evidenzbasierte Krankenpflege,"Grundsätze der Krankenpflege, die eine fundierte Entscheidungsfindung und Krankenpflege auf der Grundlage von nachgewiesenem klinischem Fachwissen und aktuellen Forschungsentwicklungen auf diesem Gebiet erfordern."
http://data.europa.eu/esco/skill/b73035a9-bf06-412c-9796-db579f85995c,die eigene Sicherheit bei der Arbeit respektieren,Einhalten der Sicherheitsvorschriften gemäß Schulung und Unterweisung auf der Grundlage fundierter Kenntnisse der Präventionsmaßnahmen und der Risiken für die eigene Gesundheit und Sicherheit.
http://data.europa.eu/esco/skill/b734affd-dc9b-4d8f-9474-b09f933462f0,Tanztherapie,Einsatz von Tanz bei einer therapeutischen Behandlung zur Verbesserung des Selbstwert- und Körpergefühls des Patienten.
http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,gesprochenes Gujarati verstehen,Verstehen von Gujarati in gesprochener Form.
http://data.europa.eu/esco/skill/b73bda36-9c32-4045-ad4b-168b81d44662,optische Systeme entwickeln,"Konzipieren und Entwickeln von optischen und bildgebenden Systemen, Produkten und Komponenten wie Lasern, Mikroskopen, Glasfasern, Kameras und Magnetresonanzgeräten (MRT)."
http://data.europa.eu/esco/skill/b74a4387-80dc-4d78-aab4-11215c86b1dc,anorganische Chemie,Chemie aller kohlenstofffreien Verbindungen.
http://data.europa.eu/esco/skill/b74fd765-e1ae-4f56-a188-45cd782bca01,Zuverlässigkeit von Daten beurteilen,"Anwenden von Verfahren und Techniken, die geeignet sein könnten, die Zuverlässigkeit von Informationen zu beurteilen, um Risiken zu mindern und die Sicherheit der Entscheidungsfindung zu erhöhen."
http://data.europa.eu/esco/skill/b75131fa-3b2d-4b51-9cf0-ca256015fe03,Athleten bei der Erhaltung ihrer Kondition unterstützen,Betreuen und Unterstützen von Sportlern im Hinblick auf ihre allgemeine und spezielle Kondition und Fitness.
http://data.europa.eu/esco/skill/b7544d46-870d-4962-bb91-c6bcaf84aa90,mit einem Preproduction-Team arbeiten,"Halten von Rücksprache mit dem Preproduction-Team hinsichtlich der Erwartungen und Anforderungen, des Budgets und anderer Themen."
http://data.europa.eu/esco/skill/b7553d1b-31b4-42e6-b6be-2a90189ef7d6,Speisekarten vorstellen,Ausgeben der Speisekarten und Beantworten von Fragen der Gäste auf der Grundlage genauer Kenntnisse über die Speisekarte.
http://data.europa.eu/esco/skill/b75632ce-6175-42d6-b4c9-acb16473a2a4,Informationen über den Ersatz von Teilen sammeln,"Zusammenstellen von Informationen aus Quellen wie Handbüchern und Herstelleranweisungen; Ermitteln geeigneter Ersatzteile für defekte, seltene oder veraltete Komponenten."
http://data.europa.eu/esco/skill/b758675a-b03b-4e4b-897c-57ca14b1a3d0,Wahrscheinlichkeitstheorie,"Teilgebiet der Mathematik, das sich mit der Untersuchung der Gesetzmäßigkeiten zufälliger Ereignisse befasst."
http://data.europa.eu/esco/skill/b761de43-013f-42cf-89db-f307b05cd2e9,Medizinprodukte reparieren,Reparieren oder Anpassen medizinischer Geräte und Hilfsmittel gemäß den Spezifikationen.
http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e,digitale Dokumente verwalten,"Verwalten verschiedener Datenformate und -dateien durch Benennung, Veröffentlichung, Umwandlung und gemeinsame Nutzung von Dateien und Dokumenten sowie Umwandlung von Dateiformaten."
http://data.europa.eu/esco/skill/b7729524-6d0e-45b6-87c8-79af1e955a5b,Überflutungsrisiko ermitteln,"Ermitteln der am stärksten durch Überschwemmungen gefährdete Gebiete, wie etwa flussnahe Bereiche, und Erkennen von Ereignissen (z. B. Wetterumschwüngen), die zu Überschwemmungen führen könnten."
http://data.europa.eu/esco/skill/b77342f7-8094-4566-aeb3-41e7237e8ff4,geologische Faktoren beim Flughafenbau,"Geologische Merkmale im Hinblick auf die Bodenbedingungen und Fundamente eines Flughafens, die bei der Planung, dem potenziellen Bau und der Entwicklung eines Flughafens zu berücksichtigen sind."
http://data.europa.eu/esco/skill/b779205e-377e-4fda-88b0-8f6a3b71e02d,den Platz für eine Vorstellung vermessen,"Vermessen des Platzes für eine Vorstellung, um die Anzahl und Position der benötigten Beleuchtungsgeräte zu ermitteln."
http://data.europa.eu/esco/skill/b77b7ac5-f25f-4baf-8e49-dcd4f31899f2,zu Kampagnen der Volksgesundheit beitragen,"Beitragen zu Kampagnen der Volksgesundheit auf lokaler oder nationaler Ebene durch Bewertung der Prioritäten im Gesundheitswesen, Änderung der Vorschriften auf Regierungsebene und Werbung für neue Trends in Bezug auf Gesundheitsversorgung und Prävention."
http://data.europa.eu/esco/skill/b77e7d1c-cbab-4fa8-95b9-6fc804786d2b,Arbeitsschichten im Spielkasino besetzen,"Überwachen des Personalbestands, um sicherzustellen, dass alle Spiele und Tische in jeder Schicht ausreichend mit Personal besetzt sind."
http://data.europa.eu/esco/skill/b78a32fd-e99b-4b65-a01e-4b43b3b90167,Kommunikationsstörungen,"Unfähigkeit einer Person, Begriffe in verbaler, nonverbaler oder grafischer Form bei der Hör- und Sprachkommunikation zu verstehen, zu verarbeiten und auszutauschen."
http://data.europa.eu/esco/skill/b78f324d-e16c-43f8-97d2-50d3a7cd1fb3,mit virtuellen Lernumgebungen arbeiten,Integrieren von Online-Lernumgebungen und -plattformen und deren Nutzung im Unterricht.
http://data.europa.eu/esco/skill/b79955b0-8ca8-4a9f-8134-41c06cdbc234,Konformität mit den Vorschriften für die zivile Luftfahrt sicherstellen,"Gewährleisten, dass Standards für bewährte Verfahren angewendet und alle regulatorischen Anforderungen erfüllt werden."
http://data.europa.eu/esco/skill/b7a03115-41c9-4167-a0b6-7e40cf0fd607,Produkttests leiten,"Beaufsichtigen der Testverfahren, um sicherzustellen, dass das Endprodukt den Qualitäts- und Sicherheitsanforderungen entspricht."
http://data.europa.eu/esco/skill/b7a26b32-c457-49aa-9a78-25ade10090e3,Windkraftanlagen warten,"Durchführung aller erforderlichen Tätigkeiten zur Erhaltung der Funktionsfähigkeit der Windkraftanlagen. Schmieren der beweglichen Teile wie Getriebe und Lager, Überprüfung der Verbindungen innerhalb des Systems und Beheben aller etwaig auftretenden größeren Probleme.
	"
http://data.europa.eu/esco/skill/b7b1d2aa-c489-41c2-9fe3-9b237c0a79c3,Bathymetrie,Wissenschaftliche Disziplin zur Erforschung von Unterwassertopografien.
http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9,Instrumentierungstechnik,"Wissenschaftliche und technische Disziplin, die versucht, die Produktions- und Fertigungsprozessvariablen zu steuern. Der Schwerpunkt liegt auch auf der Entwicklung von Systemen mit erwünschten Verhaltensweisen. Diese Systeme verwenden eine eingebaute Sensorik zur Messung der Ausgabeleistung des überwachten Geräts."
http://data.europa.eu/esco/skill/b7b6db52-5bdf-49e9-95b6-f17827755a86,das Werk an den Veranstaltungsort anpassen,"Anpassen der materiellen, praktischen und künstlerischen Elemente eines Werks an die Gegebenheiten am Veranstaltungsort. Kontrollieren der Materialparameter und der technischen Bedingungen am Veranstaltungsort, z. B. Kulisse und Beleuchtung. Überprüfen der Bestuhlung. Bewerten der Auswirkungen von Umwelt und Raum auf das Werk."
http://data.europa.eu/esco/skill/b7bad395-519b-4736-b798-b055b5cda0b1,Teppichbodenzuschnitt planen,"Planen der Zuschnitte, um die Anzahl der Nähte und die Menge der Reststoffe auf ein Minimum zu reduzieren. Berechnen einer ausreichenden Zugabe an den Teppichrändern, um das Verlegen zu vereinfachen."
http://data.europa.eu/esco/skill/b7c00b85-e5b5-4c97-8bef-f0d7bd9db8d7,Entwürfe übertragen,Übertragen von Entwürfen auf bestimmte Materialien.
http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,für Kundenorientierung sorgen,"Ergreifen von Maßnahmen zur Förderung der Geschäftstätigkeit durch Berücksichtigung der Kundenbedürfnisse und der Kundenzufriedenheit. Dies kann in die Entwicklung eines Qualitätsprodukts münden, das von den Kunden gut angenommen wird, oder zur Lösung von Problemen in der Community beitragen."
http://data.europa.eu/esco/skill/b7cd09b7-58d8-4f2e-87de-613ae629f270,Pharmakokinetik,"Wissenschaft vom Umgang des Körpers mit Arzneimitteln nach der Verabreichung. Dazu gehören die Aufnahme des Arzneistoffes, die Verteilung sowie der chemische Um- und Abbau im Körper."
http://data.europa.eu/esco/skill/b7cf2d84-6c43-4baa-98cf-816a27336701,Gartengeräte instand halten,Tägliches Warten der Werkzeuge und Geräte und Melden größerer Mängel an einen Vorgesetzten.
http://data.europa.eu/esco/skill/b7d292ca-b873-407e-a1cf-0e7d1a2149cf,Erkrankungen des Urogenitalsystems diagnostizieren,"Diagnostizieren von Krankheiten oder Störungen der urogenitalen Organe bzw. des Urogenitaltrakts, z. B. erektile Dysfunktionen, Unfruchtbarkeit, Inkontinenz, Prostatakrebs, Harnsteine, Blasenkrebs, vorzeitige Ejakulation und Nierensteine."
http://data.europa.eu/esco/skill/b7dbaaab-ea76-4f23-b45c-69d715b52f43,Lizenzvereinbarungen ausarbeiten,Zusammenstellen der Konditionen für die Erteilung begrenzter Nutzungsrechte an Immobilien oder Dienstleistungen.
http://data.europa.eu/esco/skill/b7dce8db-f634-4a19-9ecd-83ed9a0ed15b,Pump- und Lenzsysteme bedienen,"Bedienen von Pump- und Lenzsystemen einschließlich Steuerungssystemen. Routinemäßiges Durchführen von Pumpvorgängen. Betreiben von Lenz-, Ballast- und Ladepumpensystemen. Vertrautheit mit Öl-Wasser-Separatoren (oder ähnlichen Anlagen)."
http://data.europa.eu/esco/skill/b7e543e5-3f3e-4f01-8c45-8f872d09bf09,Offsetdruckmaschine vorbereiten,"Anpassen, Einstellen und Vorbereiten von Offsetdruckmaschinen durch Kalibrieren der einzelnen Maschinenteile."
http://data.europa.eu/esco/skill/b7e57889-a84f-440c-9e60-459aa69979e9,Trends in der Lieferkette analysieren,"Analysieren und Prognostizieren von Trends und Entwicklungen in der Lieferkette mit Bezug auf Technologien, Effizienzsysteme, Art der gelieferten Produkte und logistische Anforderungen an den Versand, um weiterhin die besten Methoden für Lieferketten gewährleisten zu können."
http://data.europa.eu/esco/skill/b7eabcd9-d1c5-4028-9dcc-57c536d5a2e8,Unterstützung bei der Abfassung von Testamenten leisten,"Unterstützen von Menschen bei der Abfassung ihres Testaments, in dem festgelegt ist, wie ihre Vermögenswerte, z. B. Immobilien, Unternehmen, Ersparnisse oder Lebensversicherungen nach ihrem Tod aufgeteilt werden sollen."
http://data.europa.eu/esco/skill/b7ec6b46-f934-4efd-a8ee-e53128fa81d7,externe Einflüsse auf die Brückensicherheit ermitteln,"Inspizieren des Brückenbereichs, um etwaige externe Risiken zu ermitteln, die die Sicherheit der Brücke gefährden könnten. Sicherstellen, dass das Gewässer keine gefährlichen Fremdkörper (z. B. Schutt oder Geröll) enthält. Erkennen von losem Gestein oder drohenden Fels- oder Erdrutschen. Einschätzen, ob die Beanspruchung der Brücke innerhalb der Grenzwerte liegt."
http://data.europa.eu/esco/skill/b7ff512a-8bce-4918-b11b-7c388892472c,Defibrillation,Verwendung und Einsatzbereiche halbautomatischer Defibrillatoren.
http://data.europa.eu/esco/skill/b803b5ef-5a5c-414d-83c9-c807beb293a2,Kantenstauch prüfen,"Testen der Berstfestigkeit bzw. des Kantenstauchwiderstands von Wellpappe mithilfe des Mullen-Prüfverfahrens oder des Edge-Crush-Tests (ECT), um zu ermitteln, wie viel Druck oder Gewicht maximal auf ein Stück Wellpappe ausgeübt werden kann."
http://data.europa.eu/esco/skill/b805f989-14d5-46ad-80b0-755634b66dba,in rauer Umgebung arbeiten,Arbeiten im Freien in großer Hitze oder Kälte.
http://data.europa.eu/esco/skill/b806b5bb-a5c4-47dc-945c-579d576bc242,eine diätetische Intervention formulieren,Auswählen geeigneter Lebensmittel und der entsprechenden Mengen für therapeutische Diäten auf Basis der indizierten physiologischen und psychologischen Bedürfnisse des Patienten; Ausarbeiten eines individuellen Ernährungsplans für den Patienten.
http://data.europa.eu/esco/skill/b80b624d-8fa5-4a88-a12f-9d56880eddef,Flugmeteorologie,"Umgang mit den Auswirkungen des Wetters auf das Luftverkehrsmanagement. Erhebliche Veränderungen der Druck- und Temperaturwerte an Flughäfen können zu Schwankungen der Gegen- und Rückenwindkomponenten führen und die Sichtverhältnisse beeinträchtigen. Die Flugmeteorologie kann dazu beitragen, negative Auswirkungen auf das Luftverkehrsmanagement zu verringern, indem Störungen und die damit verbundenen veränderten Strömungsverhältnisse, Kapazitätsverluste und zusätzlichen Kosten zu verringern."
http://data.europa.eu/esco/skill/b811231c-9398-4996-bd14-48b15a3caaeb,Aromatherapie anwenden,"Nutzen der therapeutischen Wirkung ätherischer Öle, um Massageöle, Cremes oder Lotionen herzustellen und die körperliche und seelische Gesundheit und das Wohlbefinden zu steigern."
http://data.europa.eu/esco/skill/b815ec84-cc41-4789-a9bc-4f7b53399b69,Beratung für Notfälle anbieten,"Anbieten von Beratung im Bereich Erste Hilfe, Brandschutz und Notfälle für Mitarbeiter vor Ort."
http://data.europa.eu/esco/skill/b81a56c8-959d-45cf-a8b7-08227f84301f,Kunststoffe,"Herstellung und Eigenschaften von Kunststoffen wie Kunstfasern, synthetischem Papier, Kunstharzen oder synthetischem Kautschuk."
http://data.europa.eu/esco/skill/b820c9de-4d00-4e79-9af9-33f26044ff42,Informatik unterrichten,"Unterweisen von Schülern in der Theorie und Praxis der Informatik, insbesondere im Hinblick auf die Entwicklung von Softwaresystemen, Programmiersprachen, künstliche Intelligenz und Software-Sicherheit."
http://data.europa.eu/esco/skill/b826a56a-811d-477c-b165-271729f644a4,Oberflächen streichen,Gleichmäßiges Auftragen einer Farbschicht ohne Tropfenbildung auf eine vorbereitete Oberfläche mithilfe von Pinseln und Farbrollen.
http://data.europa.eu/esco/skill/b8271c8a-cba6-4baa-80f5-6361af3f07e3,die Einhaltung von IKT-Organisationsstandards sicherstellen,"Gewährleisten, dass der aktuelle Zustand den IKT-Vorschriften und -verfahren entspricht, die von einer Organisation für ihre Produkte, Dienstleistungen und Lösungen vorgeschrieben werden."
